combined_station;total_chla_5_0;total_chla_8_35;total_chla_13_92;total_chla_23_23;total_chla_38_75;total_chla_64_63;total_chla_107_81;total_chla_179_85;total_chla_300_0;DVchla_5_0;DVchla_8_35;DVchla_13_92;DVchla_23_23;DVchla_38_75;DVchla_64_63;DVchla_107_81;DVchla_179_85;DVchla_300_0;X19hex_5_0;X19hex_8_35;X19hex_13_92;X19hex_23_23;X19hex_38_75;X19hex_64_63;X19hex_107_81;X19hex_179_85;X19hex_300_0;fucox_5_0;fucox_8_35;fucox_13_92;fucox_23_23;fucox_38_75;fucox_64_63;fucox_107_81;fucox_179_85;fucox_300_0;perid_5_0;perid_8_35;perid_13_92;perid_23_23;perid_38_75;perid_64_63;perid_107_81;perid_179_85;perid_300_0;zeax_5_0;zeax_8_35;zeax_13_92;zeax_23_23;zeax_38_75;zeax_64_63;zeax_107_81;zeax_179_85;zeax_300_0;long_sat;lat_sat;chla_sat;sst;RRS490;RRS555;RRS443;RRS412;KD490;KDPAR;PAR;ZEU;ZHL;sin_day;cos_day;sin_long;cos_long;day;month;year
combined_station_108;0.294;;;;0.32;0.304;0.308;0.2833333333333333;;0.121;;;;;0.124;0.1275;0.055999999999999994;;0.025;;;;0.027000000000000003;0.027000000000000003;0.028;0.04233333333333333;;0.006;;;;0.006999999999999999;0.006999999999999999;0.006999999999999999;0.01;;0.001;;;;0.001;0.001;0.001;0.0013333333333333333;;0.062;;;;0.067;0.062;0.0635;0.024333333333333332;;-158.020666;22.79166452;;17.20333333;;;;;;;18.5090847;;;-0.4327755925504317;0.9015016841318838;0.3742721433491307;0.9273189110078839;5;12;1997
combined_station_110;0.185;;;;0.184;0.1735;0.20133333333333334;0.2392;;0.066;;;;0.066;0.0605;0.06766666666666668;0.0704;;0.015;;;;0.014;0.015;0.01966666666666667;0.0358;;0.005;;;;0.005;0.006;0.0066666666666666645;0.0086;;0.001;;;;0.001;0.001;0.0013333333333333333;0.0006000000000000001;;0.068;;;;0.069;0.069;0.06633333333333334;0.0176;;-158.020666;22.79166452;0.06363304;22.86333333;0.004987106;0.000776275;0.007314681;0.009295898;;;;;;;;;;;;
combined_station_113;0.113;;;;0.1175;0.121;0.1945;0.2373333333333333;;0.039;;;;0.0405;0.041;0.0745;0.0834;;0.01;;;;0.0095;0.012;0.02;0.03;;0.008;;;;0.0085;0.008;0.0085;0.0038333333333333327;;0.001;;;;0.001;0.001;0.001;0.001;;0.051;;;;0.057;0.06;0.0615;0.035666666666666666;;-158.020666;22.79166452;;;;;;;;;;;;0.8064799463209448;-0.5912614448635781;0.3742721433491307;0.9273189110078839;8;5;1995
combined_station_115;;0.09;;;0.084;0.1035;0.244;0.242;;;0.027000000000000003;;;0.026;0.03;0.08433333333333333;0.052500000000000005;;;0.008;;;0.008;0.011000000000000001;0.02633333333333333;0.038000000000000006;;;0.004;;;0.004;0.0055;0.006999999999999999;0.007800000000000001;;;0.0;;;0.0;0.0;0.002;0.0;;;0.061;;;0.056;0.0655;0.06666666666666668;0.0212;;-158.020666;22.79166452;0.047207288;24.965;;;;;;;;;;;;;;;;
combined_station_116;0.117;;;;0.113;0.195;0.3526666666666667;0.3426;;0.033;;;;0.031;0.0585;0.099;0.06599999999999999;;0.015;;;;0.016;0.0295;0.04233333333333333;0.057400000000000014;;0.003;;;;0.003;0.0055;0.005666666666666667;0.0044;;0.001;;;;0.001;0.0015;0.002;0.001;;;;;;0.09;0.084;0.09;0.0364;;-158.020666;22.79166452;0.16131193900000002;22.24333333;;;;;;;57.20734406;;;-0.6016240632249223;-0.798779372886365;0.3742721433491307;0.9273189110078839;8;8;2001
combined_station_118;;0.191;;;0.149;0.175;0.17450000000000002;0.3406;;;0.069;;;0.054000000000000006;0.0605;0.0615;0.07133333333333335;;;0.021;;;0.017;0.021;0.0205;0.0426;;;0.004;;;0.004;0.0045000000000000005;0.0045000000000000005;0.004399999999999999;;;0.001;;;0.001;0.0;0.001;0.0012;;;0.073;;;0.058;0.069;0.0675;0.025199999999999997;;-158.020666;22.79166452;0.0720636;15.87;0.007195555;0.00189815;0.010807157;0.014497288999999997;;;43.63934326;;;-0.9922222094179324;0.12447926388678869;0.3742721433491307;0.9273189110078839;8;10;2005
combined_station_120;;0.128;;;0.1295;0.118;0.3985;0.14875;;;0.046;;;0.046;0.041;;0.05125;;;0.011;;;0.0115;0.011;0.0475;0.023750000000000004;;;0.008;;;0.008;0.006999999999999999;0.0055;0.0025000000000000005;;;0.0;;;0.0;0.0;0.0;0.0;;;0.063;;;0.06100000000000001;0.058;0.062;0.0105;;-158.020666;22.79166452;;;;;;;;;;;;0.15430882066428114;0.9880226656636976;0.3742721433491307;0.9273189110078839;9;1;1997
combined_station_121;;0.065;;0.075;0.08575;0.0914;0.13849999999999998;0.240625;0.127;;;;;;;;;;;0.009000000000000001;;0.009000000000000001;0.01075;0.014600000000000004;0.02633333333333333;0.051375;0.027000000000000003;;0.01;;0.009000000000000001;0.00875;0.0096;0.011166666666666668;0.0085;0.004;;0.003;;0.003;0.00325;0.003;0.0035000000000000014;0.003375;0.001;;0.048;;0.053;0.053999999999999986;0.05800000000000001;0.057;0.047125;0.012;-158.020666;22.79166452;;;;;;;;;;;;0.7961828637826158;-0.6050560696488488;0.3742721433491307;0.9273189110078839;9;5;1991
combined_station_1213;;0.21821242;;0.219314465;0.33226479999999997;0.642179335;0.12985625;;0.00204098;;0.0;;0.0;0.0;0.0;0.0;;0.0;;0.05953827331;;0.06564508502500001;0.13957288590000005;0.2287994713;0.0401436911;;0.0;;0.017242498520000003;;0.018385823825;0.01987927695;0.044404615495;0.0269067433975;;0.0;;0.012651649150000001;;0.014076044315;;;0.011448925746;;0.0;;0.08693971625000001;;0.07794657655500001;0.07313136584999999;0.069623932745;0.0010328038540000002;;0.0;-75.81233;-33.62500396;0.20636238199999998;13.52333333;0.005512657;0.002241023;0.006532822;0.007235732;0.050700045;0.086920013;65.7051417;60.60875956;23.02512487;-0.41719360261231697;0.9088176373395028;0.9694981173747812;-0.24509875643657408;5;12;2004
combined_station_122;;0.092;;;0.092;0.3615;0.4366666666666667;0.1516;;;0.029;;;0.029;0.108;0.113;0.0496;;;0.009000000000000001;;;0.01;0.035500000000000004;0.06133333333333332;0.0182;;;0.004;;;0.004;0.0075000000000000015;0.009666666666666669;0.0056;;;0.0;;;0.0;0.0025;0.0033333333333333327;0.0004;;;0.054000000000000006;;;0.054000000000000006;0.0875;0.03733333333333333;0.0118;;-158.020666;22.79166452;0.087941411;22.66;;;;;;;58.19177628;;;-0.6152845999633274;-0.7883050558305256;0.3742721433491307;0.9273189110078839;9;8;2006
combined_station_123;;0.116;;;0.109;0.1695;0.426;0.1838;;;0.037000000000000005;;;0.036000000000000004;0.0585;0.125;0.061600000000000016;;;0.01;;;0.01;0.018000000000000002;0.042666666666666665;0.0238;;;0.004;;;0.003;0.0045000000000000005;0.007333333333333333;0.006;;;0.0;;;0.0;0.001;0.0016666666666666668;0.0004;;;0.068;;;0.065;0.073;0.064;0.014600000000000004;;-158.020666;22.79166452;0.050730442;25.63666667;0.00591331;0.001233342;0.008918861;0.011535823;0.027907537000000003;0.047246106;39.80158234;112.4327774;42.91804504;-0.7802958510707755;0.6254105729852464;0.3742721433491307;0.9273189110078839;9;11;2006
combined_station_125;;;0.134;;0.124;0.201;0.25099999999999995;0.2968000000000001;;;;0.039;;0.036000000000000004;0.061;0.08066666666666668;0.06633333333333334;;;;0.011;;0.01;0.022000000000000002;0.03;0.0382;;;;0.011;;0.01;0.0125;0.010333333333333332;0.008400000000000001;;;;0.001;;0.001;0.0015;0.0016666666666666668;0.0014;;;;0.058;;0.053;0.0665;0.058;0.0272;;-158.020666;22.79166452;0.050210110999999995;20.78;0.005253646;0.001029116;0.0073512180000000005;0.009649306;0.027880851;0.047468901;35.10395368;111.4851608;42.13284683;0.9275416835791966;0.37371971479046906;0.3742721433491307;0.9273189110078839;10;3;2006
combined_station_126;;0.135;;;0.098;0.119;0.3985;0.16266666666666668;;;0.041;;;0.0305;0.041;0.065;0.04466666666666667;;;0.01;;;0.011;0.012;0.103;0.046000000000000006;;;0.008;;;0.006999999999999999;0.008;0.0205;0.006999999999999999;;;0.001;;;0.001;0.001;0.0035;0.0006666666666666666;;;0.065;;;0.065;0.066;0.062;0.01;;-158.020666;22.79166452;;;;;;;;;;;;0.9886775902323405;-0.1500553983446526;0.3742721433491307;0.9273189110078839;10;4;1997
combined_station_127;;0.13699999999999998;;;0.13;0.163;0.232;0.30875;0.037000000000000005;;;;;;;;;;;0.005;;;0.003;0.011;0.025333333333333333;0.06050000000000001;0.013500000000000002;;0.012;;;0.01;0.01;0.008333333333333333;0.015500000000000003;0.0025;;0.003;;;0.002;0.002;0.0033333333333333327;0.004;;;0.052000000000000005;;;0.049;0.061;0.06566666666666666;0.043;0.002;-158.020666;22.79166452;;;;;;;;;;;;0.7856498550787147;-0.6186714032625031;0.3742721433491307;0.9273189110078839;10;5;1990
combined_station_128;;;0.08;;0.08199999999999999;0.08900000000000001;0.22550000000000006;0.22083333333333333;0.052000000000000005;;;;;;;;;;;;0.01;;0.012;0.018000000000000002;0.0375;0.04416666666666667;0.012;;;0.006;;0.006;0.005;0.0065;0.006666666666666668;0.003;;;0.001;;0.002;0.001;0.0035;0.0030000000000000005;0.002;;;0.067;;0.064;0.062;0.064;0.022;0.004;-158.020666;22.79166452;;;;;;;;;;;;0.3456123126707335;-0.9383773917408641;0.3742721433491307;0.9273189110078839;10;6;1992
combined_station_130;0.139;;;;0.124;0.15;0.27699999999999997;0.31425;;0.05;;;;0.0445;0.053;0.058;0.066;;0.016;;;;0.013999999999999999;0.02;0.029000000000000005;0.037250000000000005;;0.005;;;;0.0045000000000000005;0.006;0.0065;0.00875;;0.001;;;;0.001;0.001;0.001;0.00075;;0.068;;;;0.061;0.062;0.0595;0.02825;;-158.020666;22.79166452;;;;;;;;;;;;-0.14579919691987442;-0.9893142039703664;0.3742721433491307;0.9273189110078839;10;7;1997
combined_station_132;0.146;;;;0.133;0.154;0.171;0.1965;;0.05;;;;0.046;0.052000000000000005;0.06;0.03233333333333333;;0.018000000000000002;;;;0.017;0.02;0.023;0.045500000000000006;;0.005;;;;0.004;0.005;0.005;0.0035;;0.002;;;;0.001;0.001;0.001;0.00075;;0.078;;;;0.07200000000000001;0.08199999999999999;0.08;0.018750000000000003;;-158.020666;22.79166452;0.047102193;24.62666667;0.005708118000000001;0.001188143;0.008811563;0.011454313999999998;0.028201479;0.048205404;38.50010681;110.1861992;41.55827522;-0.7694148268839381;0.6387494220515268;0.3742721433491307;0.9273189110078839;10;11;1999
combined_station_133;;0.171;;;0.18;0.182;0.26233333333333336;0.2438;;;0.058;;;0.063;0.0635;0.068;0.07659999999999999;;;0.017;;;0.017;0.018000000000000002;0.03033333333333333;0.038;;;0.006;;;0.006;0.006;0.006666666666666667;0.009200000000000002;;;0.001;;;0.001;0.0005;0.001;0.001;;;0.051;;;0.054000000000000006;0.055500000000000015;0.054000000000000006;0.018000000000000002;;-158.020666;22.79166452;0.067303285;21.17666667;0.006479193;0.0016336060000000001;0.009687791999999999;0.012830099;0.03012079;0.05265398;30.97061602;102.2567749;37.98383331;-0.3536761221763721;0.935367949313148;0.3742721433491307;0.9273189110078839;10;12;2006
combined_station_134;;0.079;;;0.081;0.118;0.23475;0.1515;0.023;;;;;;;;;;;0.006999999999999999;;;0.014;0.015;0.03725;0.03225;0.009000000000000001;;0.013;;;0.009000000000000001;0.011;0.006500000000000001;0.004750000000000001;0.001;;;;;;0.003;0.0027500000000000003;0.001;0.001;;0.054000000000000006;;;0.061;0.07200000000000001;0.059000000000000004;0.01825;0.001;-158.020666;22.79166452;;;;;;;;;;;;0.9859481499638304;-0.16705162550211902;0.3742721433491307;0.9273189110078839;11;4;1991
combined_station_135;0.107;;;;0.12300000000000001;0.125;0.2935;0.26625;;0.038;;;;0.0415;0.038;0.1045;0.05966666666666667;;0.012;;;;0.0155;0.021;0.0455;0.05925;;0.005;;;;0.005;0.005;0.006500000000000001;0.005;;0.001;;;;0.001;0.001;0.002;0.00125;;0.068;;;;0.08800000000000001;0.081;0.07450000000000001;0.028999999999999998;;-158.020666;22.79166452;0.07379952099999999;23.17;;;;;0.03542776;0.063309856;57.1272316;86.00540161;31.59065628;0.7748840413670407;-0.6321034111873487;0.3742721433491307;0.9273189110078839;11;5;1999
combined_station_1352;;;;;1.0262;0.736;0.1412;0.0114;0.0053;;;;;0.0001;0.0001;0.0001;0.0001;0.0001;;;;;0.1767;0.0879;0.014;0.0021000000000000003;0.0001;;;;;0.0969;0.15;0.044;0.0046;0.0001;;;;;;0.0379;0.0026;0.0001;0.0001;;;;;;0.0442;0.0047;0.0001;0.0001;-74.6456633;36.83333163;;26.845;;;;;;;53.83058294;;;-0.4405187843504948;-0.8977433935342338;0.9643067395987069;-0.2647876733620953;28;7;2005
combined_station_1353;0.2696;;0.9408;1.6414000000000002;1.0497;0.1539;;;;0.0071;;0.0001;0.0001;0.0001;0.0001;;;;0.0643;;0.2681;0.2377;0.0973;0.0106;;;;0.0525;;0.1744;0.5373;0.4561;0.0673;;;;0.011;;0.0398;;0.0327;0.0032;;;;0.0188;;0.0593;0.0463;0.02;0.0053;;;;-74.6456633;37.54166499;;24.67;;;;;;;39.32551702;;;-0.4559066935084586;-0.8900275764346768;0.9643067395987069;-0.2647876733620953;29;7;2005
combined_station_137;;0.163;;0.159;0.21966666666666668;0.197;0.3423333333333334;0.08333333333333333;;;0.034;;0.032;0.03933333333333334;0.059;0.11466666666666665;0.022;;;0.015;;0.014;0.01933333333333333;0.037000000000000005;0.07066666666666667;0.023666666666666662;;;0.028;;0.03;0.04633333333333334;0.01;0.006666666666666667;0.0023333333333333327;;;0.001;;0.001;0.0013333333333333333;0.003;0.0023333333333333327;0.0013333333333333333;;;0.06;;0.059;0.06666666666666668;0.078;0.048000000000000015;0.006333333333333334;;-158.020666;22.79166452;0.08671923;23.98666667;;;;;;;53.06765556;;;-0.6420547132365636;-0.7666588193001592;0.3742721433491307;0.9273189110078839;11;8;1998
combined_station_138;0.109;;;;0.1165;0.231;0.3103333333333333;0.18566666666666667;;0.034;;;;0.037000000000000005;0.079;0.111;0.059333333333333335;;0.012;;;;0.013;0.035500000000000004;0.054000000000000006;0.042666666666666665;;0.006999999999999999;;;;0.006999999999999999;0.0075000000000000015;0.006333333333333334;0.003333333333333334;;0.001;;;;0.001;0.002;0.002;0.001;;0.066;;;;0.07200000000000001;0.0685;0.05833333333333333;0.017333333333333336;;-158.020666;22.79166452;0.072477035;23.67666667;0.005425040999999999;0.0013076589999999999;0.007756936;0.009278365;0.032572661;0.057819728;33.96596527;93.94636536;34.59157562;0.2051044998686192;0.9787400799669153;0.3742721433491307;0.9273189110078839;12;1;1998
combined_station_140;0.079;;;;0.076;0.1765;0.3523333333333333;0.3824;;0.022;;;;0.023;0.057;0.1185;0.046;;0.011;;;;0.011;0.0265;0.045999999999999985;0.0544;;0.003;;;;0.004;0.0075;0.009000000000000001;0.0042;;0.001;;;;0.001;0.002;0.0026666666666666666;0.0018000000000000004;;0.059;;;;0.056;0.079;0.08633333333333333;0.0488;;-158.020666;22.79166452;;25.23;;;;;;;;;;-0.17976658572556214;-0.9837092937736098;0.3742721433491307;0.9273189110078839;12;7;2001
combined_station_1400;1.105303648;1.2694803;1.4823314;1.5312982;2.175788433333333;1.0876721275;0.09782547333333333;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.13678168618000006;0.1489179815;0.1487267875;0.1544890185;0.07967839344666666;0.0092541639715;0.001313337018;;;0.4685784384666666;0.6576816333;;;;0.3053813367333333;0.04641933974666667;;;;;;;0.0;0.00417080973;0.0018820435580000003;;;0.052713678172000004;0.06552731348999999;0.0376636938;0.04761727688999999;0.034747247573333334;0.012484495111249999;0.0031888789930000004;;;-73.35399659;-33.91667063;1.3711779119999998;15.67333333;0.002531283;0.002206565;0.002251762;0.002158718;0.126804948;0.167636864;61.49971771;27.90974236;12.02576399;-0.38566340624360745;0.9226395488404875;0.958092883266131;-0.28645772294492616;7;12;2004
combined_station_1404;1.0286474;;1.2849282;1.5475031;1.5595525;0.5077233649999999;0.05536143;;;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.1405419445;;0.15167911580000001;0.18436308045000002;0.08631673813499999;0.009843701742;0.002864020815;;;0.5531581505000001;;;0.630291984;0.7052499613;0.25518427288499995;0.030274472630000007;;;;;;;0.03010100583;0.0;0.0;;;0.0542986754;;0.053396289060000005;0.06408666297;0.042385567934999986;0.007097102915999998;0.001552712961;;;-73.31232992;-33.8333373;1.21630758;14.61;0.002413334;0.002132522;0.002120474;0.002193804;0.113321282;0.15486519;59.61509577;30.19039536;12.91445732;-0.3697245428906732;0.9291414114031743;0.9578843119895221;-0.2871543919990777;8;12;2004
combined_station_141;;0.18;;;0.149;0.3075;0.484;0.13040000000000002;;;0.056;;;0.047;0.067;0.122;0.03280000000000001;;;0.021;;;0.017;0.034;0.053;0.0192;;;0.003;;;0.002;0.0035;0.005333333333333333;0.0020000000000000005;;;0.001;;;0.001;0.001;0.0006666666666666666;0.0002;;;0.086;;;0.07400000000000001;0.08249999999999999;0.04866666666666667;0.008;;-158.020666;22.79166452;0.070946942;22.52666667;;;;;;;;;;;;;;;;
combined_station_142;;0.136;;;0.14450000000000002;0.197;0.3945000000000001;0.08233333333333333;;;0.049;;;0.052000000000000005;0.068;;0.02366666666666667;;;0.017;;;0.0195;0.033;0.0695;0.02;;;0.004;;;0.003;0.004;0.006;0.002;;;0.001;;;0.001;0.001;0.003;0.0006666666666666666;;;0.07;;;0.0695;0.064;0.055000000000000014;0.0066666666666666645;;-158.020666;22.79166452;0.099744134;14.165;;;;;;;35.49300766;;;-0.7469720876965558;0.6648553979642859;0.3742721433491307;0.9273189110078839;12;11;1998
combined_station_143;0.152;;;;0.184;0.192;0.4956666666666667;0.2198;;0.053;;;;0.07;0.0715;;0.027666666666666662;;0.012;;;;0.015;0.018000000000000002;0.04866666666666667;0.031000000000000007;;0.006;;;;0.006999999999999999;0.0075;0.006000000000000001;0.0032;;0.001;;;;0.001;0.001;0.0023333333333333327;0.0008;;0.058;;;;0.07;0.0645;0.064;0.015400000000000004;;-158.020666;22.79166452;0.0786135;23.49333333;0.00562627;0.001192411;0.008154255;0.010818132;0.034571406;0.061715271;38.8938357;88.22084045;32.40700531;-0.7469720876965558;0.6648553979642859;0.3742721433491307;0.9273189110078839;12;11;2005
combined_station_1439;1.1239674974999998;;;1.1040217;0.828020855;0.2891413725;0.09132921;;;0.0;;;0.0;0.0;0.0;0.0;;;0.0333205468175;;;0.027936558430000005;0.017679066505;0.0062346405217500005;0.001630111076;;;0.180157933375;;;0.18829903609999998;0.161902037;0.06660703093999999;0.02608522405;;;0.0208823012785;;;;0.02422073749;0.03015249133;0.02635003252;;;0.0742268096875;;;0.06957199284;0.04628343644999999;0.00930934178825;0.001235309477;;;-72.47899656;-34.62500399;1.572770178;12.24333333;0.0028584540000000003;0.002209131;0.002476911;0.002347746;0.103684612;0.145413543;66.31075033;32.54488182;13.77535693;-0.33752289959411347;0.941317317512847;0.9536066541842344;-0.3010553920718743;10;12;2004
combined_station_144;;0.23;;;0.255;0.237;0.358;0.20325;;;0.092;;;0.101;0.08800000000000001;0.054000000000000006;0.033;;;0.019;;;0.022;0.021;0.0405;0.0325;;;0.008;;;0.009000000000000001;0.008;0.006999999999999999;0.0035;;;0.001;;;0.001;0.001;0.0015;0.0005;;;0.069;;;0.079;0.065;0.055;0.015;;-158.020666;22.79166452;;;;;;;;;;;;-0.3049212246562894;0.9523775757303973;0.3742721433491307;0.9273189110078839;12;12;1996
combined_station_145;0.139;;;;0.158;0.168;0.2165;0.35900000000000004;;0.053;;;;0.056;0.058;0.0765;0.0425;;0.008;;;;0.014;0.017;0.023;0.058400000000000014;;0.006999999999999999;;;;0.009000000000000001;0.011;0.011;0.0128;;0.001;;;;0.001;0.001;0.002;0.0014;;0.081;;;;0.087;0.07200000000000001;0.0795;0.0352;;-158.020666;22.79166452;;;;;;;;;;;;0.9455963874271425;0.32534208471198034;0.3742721433491307;0.9273189110078839;13;3;1997
