combined_station;total_chla_5.0;total_chla_8.35;total_chla_13.92;total_chla_23.23;total_chla_38.75;total_chla_64.63;total_chla_107.81;total_chla_179.85;total_chla_300.0;DVchla_5.0;DVchla_8.35;DVchla_13.92;DVchla_23.23;DVchla_38.75;DVchla_64.63;DVchla_107.81;DVchla_179.85;DVchla_300.0;X19hex_5.0;X19hex_8.35;X19hex_13.92;X19hex_23.23;X19hex_38.75;X19hex_64.63;X19hex_107.81;X19hex_179.85;X19hex_300.0;fucox_5.0;fucox_8.35;fucox_13.92;fucox_23.23;fucox_38.75;fucox_64.63;fucox_107.81;fucox_179.85;fucox_300.0;perid_5.0;perid_8.35;perid_13.92;perid_23.23;perid_38.75;perid_64.63;perid_107.81;perid_179.85;perid_300.0;zeax_5.0;zeax_8.35;zeax_13.92;zeax_23.23;zeax_38.75;zeax_64.63;zeax_107.81;zeax_179.85;zeax_300.0;long_sat;lat_sat;chla_sat;sst;RRS490;RRS555;RRS443;RRS412;KD490;KDPAR;PAR;ZEU;ZHL;sin_day;cos_day;sin_long;cos_long;day;month;year
combined_station_1026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.35399681;-7.0416697720000005;;;;;;;;;53.40424728;;;-0.9536809966304455;-0.300819807635668;0.985861819452754;-0.16756035612669695;12;9;2000
combined_station_1027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.27066348;-9.083336504;;;;;;;;;48.992939;;;-0.9679377830240642;-0.25119006388481957;0.9856170701440773;-0.16899405622862915;15;9;2000
combined_station_1028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.27066348;-9.041669836;;;;;;;;;50.605299;;;-0.9679377830240642;-0.25119006388481957;0.9856170701440773;-0.16899405622862915;15;9;2000
combined_station_1029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.27066348;-7.08333644;;;;;;;0.124681585;0.165766984;53.46142578;27.95294952;12.06512833;-0.9536809966304455;-0.300819807635668;0.9856170701440773;-0.16899405622862915;12;9;2000
combined_station_103;;0.106;;;0.115;0.1675;0.28400000000000003;0.3512;;;0.033;;;0.037000000000000005;0.0535;0.08149999999999999;0.0475;;;0.011;;;0.011;0.017;0.027000000000000003;0.0416;;;0.006;;;0.006;0.009000000000000001;0.009333333333333334;0.0102;;;0.0;;;0.001;0.0005;0.0013333333333333333;0.0;;;0.06;;;0.068;0.0785;0.06933333333333334;0.030400000000000007;;-158.020666;22.79166452;0.045213132999999996;22.09333333;0.006089481999999999;0.00124742;0.009257739000000001;0.01242959;;;;;;;;;;;;
combined_station_1030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.18733014;-9.000003168;;;;;;;;;52.16835022;;;-0.9679377830240642;-0.25119006388481957;0.985370235833073;-0.17042739901281695;15;9;2000
combined_station_1032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.1039968;-8.9583365;;;;;;;;;52.79648209;;;-0.9679377830240642;-0.25119006388481957;0.9851213170711391;-0.17186038127510425;15;9;2000
combined_station_1033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.1039968;-7.208336443999999;;;;;;;0.122617356;0.163799465;53.65192413;28.32956696;12.21005726;-0.9536809966304455;-0.300819807635668;0.9851213170711391;-0.17186038127510425;12;9;2000
combined_station_1037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.93733013;-7.333336448;;;;;;;0.126411945;0.167411208;53.04042816;27.64857101;11.94724083;-0.9536809966304455;-0.300819807635668;0.9846172283356351;-0.17472525193758282;12;9;2000
combined_station_1039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.8539968;-7.375003116;1.063033104;9.94;0.005214693;0.004365569000000001;0.004819863;0.004288351;0.115016289;0.156502277;53.00626373;29.83311844;12.78042316;-0.9536809966304455;-0.300819807635668;0.9843620594289137;-0.17615713427751842;12;9;2000
combined_station_104;;0.077;;;0.081;0.093;0.2255;0.20166666666666666;0.056;;;;;;;;;;;0.01;;;0.01;0.012;0.0365;0.042;0.015;;0.006999999999999999;;;0.006;0.005;0.0085;0.006666666666666667;0.003;;0.001;;;0.002;0.001;0.0035;0.0026666666666666666;0.002;;0.064;;;0.063;0.054000000000000006;0.0595;0.023;0.004;-158.020666;22.79166452;;;;;;;;;;;;0.440518784350495;-0.8977433935342337;0.3742721433491307;0.9273189110078839;5;6;1991
combined_station_1041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.72899679;-7.416669784;;;;;;;0.095635913;0.137432009;53.41907501;34.7075119;14.55356598;-0.9536809966304455;-0.300819807635668;0.9839754018462856;-0.17830425839401826;12;9;2000
combined_station_1042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.68733012;-7.50000312;;;;;;;0.098724104;0.14052771;53.32416153;33.802948;14.23250961;-0.9536809966304455;-0.300819807635668;0.9838454751439651;-0.1790197783451467;12;9;2000
combined_station_1044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.60399679;-7.5833364560000005;;;;;;;0.100965858;0.142759904;53.29309845;33.18009949;14.00953484;-0.9536809966304455;-0.300819807635668;0.9835840609205097;-0.18045053367368916;12;9;2000
combined_station_1045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.56233012;-7.625003124;;;;;;;;;53.12401199;;;-0.9536809966304455;-0.300819807635668;0.9834525735062537;-0.18116576846613916;12;9;2000
combined_station_1046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.52066345;-8.625003156;;;;;;;;;45.33441544;;;-0.9634705485641486;-0.26781430516217486;0.9833205659933516;-0.18188090744911808;14;9;2000
combined_station_105;0.078;;;;0.0985;0.115;0.2485;0.232;;0.025;;;;0.031;0.033;0.051;0.04666666666666667;;0.009000000000000001;;;;0.012;0.018000000000000002;0.031;0.0345;;0.004;;;;0.006;0.008;0.009000000000000001;0.00825;;0.001;;;;0.001;0.001;0.0025;0.00075;;0.051;;;;0.062;0.07200000000000001;0.067;0.017;;-158.020666;22.79166452;;;;;;;;;;;;0.440518784350495;-0.8977433935342337;0.3742721433491307;0.9273189110078839;5;6;1997
combined_station_1051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.02066344;-8.375003148;;;;;;;;;53.36693192;;;-0.9634705485641486;-0.26781430516217486;0.9816959339306893;-0.19045496397823708;14;9;2000
combined_station_1052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-79.02066344;-8.33333648;;;;;;;;;53.22241211;;;-0.9634705485641486;-0.26781430516217486;0.9816959339306893;-0.19045496397823708;14;9;2000
combined_station_1054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.68733009;-14.45833668;;;;;;;;;39.34227753;;;-0.9859481499638303;-0.1670516255021195;0.9805713046780355;-0.19616298438292368;20;9;2000
combined_station_1055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.60399676;-14.37500334;;;;;;;;;34.87781525;;;-0.9859481499638303;-0.1670516255021195;0.9802849601449798;-0.1975889594930734;20;9;2000
combined_station_1056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.52066342;-14.33333667;;;;;;;;;42.88845634;;;-0.9859481499638303;-0.1670516255021195;0.979996541884143;-0.1990145167949342;20;9;2000
combined_station_1057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.39566342;-14.291670000000002;;;;;;;;;43.29509163;;;-0.9859481499638303;-0.1670516255021195;0.9795600276884361;-0.20115206226889748;20;9;2000
combined_station_1058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.31233008;-14.20833667;;;;;;;;;40.92341614;;;-0.9829265519799822;-0.18399835165767986;0.9792664278728536;-0.20257656143083594;19;9;2000
combined_station_1059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.22899674;-14.166670000000002;;;;;;;;;38.63808537;;;-0.9829265519799822;-0.18399835165767986;0.9789707565183289;-0.20400063206257685;19;9;2000
combined_station_106;;;0.064;;0.057999999999999996;0.0805;0.20600000000000002;0.22225;;;;;;;;;;;;;0.011;;0.0085;0.0135;0.02733333333333333;0.0335;;;;0.004;;0.004;0.0055;0.005;0.003;;;;;;;;0.002;0.0032500000000000003;;;;0.052000000000000005;;0.0485;0.062;0.067;0.039250000000000014;;-158.020666;22.79166452;;;;;;;;;;;;-0.5737722679043247;-0.8190148866680799;0.3742721433491307;0.9273189110078839;5;8;1992
combined_station_1060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.14566341;-14.08333666;;;;;;;;;38.26826;;;-0.9829265519799822;-0.18399835165767986;0.978673014286178;-0.20542427098083244;19;9;2000
combined_station_1061;0.31065565;;;0.42175951;0.51144645;0.41711945;0.11303265999999998;0.029321925;;0.02957812854;;;0.06382540174;0.1225863215;0.07938483986;0.028416127645;0.0024419268215;;0.1453572199;;;0.16636903279999998;0.1912346869;0.099752270955;0.033575404815;0.012169513777500002;;0.015857573859999998;;;0.02004608456;0.02195992028;0.0229367919;0.008206159571999999;0.0016245433689999998;;0.02968152538;;;;;0.018053805785;0.0024885772855;0.0025210520175;;0.09095560578;;;;;0.04056749836;0.0117518875495;0.0008371768560000001;;-78.10399674;-33.37500395;0.264728437;17.2;0.004871668;0.002159082;0.00531214;0.0057700519999999995;0.053656748;0.090531714;62.98044586;58.23916117;22.27638117;-0.4327755925504317;0.9015016841318838;0.9785233667564004;-0.20613592775573883;4;12;2004
combined_station_1062;0.2738419;;;0.36488798;0.55342082;0.53195437;0.100553765;0.01387318;0.0052209000000000005;0.011565370870000001;;;0.058673672074999995;;;0.024369055575;0.0;0.0;0.146706707;;;0.13666814365000002;0.19682795530000002;0.13808873261;0.030034614249999998;0.005871803989;0.001274638326;0.01423796424;;;0.016381806715;0.02157239059;0.023843071209999997;0.0069068246505;0.0007509146109999999;0.0;0.01855048613;;;;;0.014426296750000001;0.0033834967605000004;0.0023614345340000004;0.001905556276;0.038521474490000006;;;;;0.07410490034999999;0.0090670960705;0.00034428138700000007;0.000502467246;-78.10399674;-33.33333728;0.264728437;17.2;0.004871668;0.002159082;0.00531214;0.0057700519999999995;0.056751553;0.094697475;63.07786051;54.77455521;21.16568661;-0.4327755925504317;0.9015016841318838;0.9785233667564004;-0.20613592775573883;4;12;2004
combined_station_1063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-78.06233007;-14.041670000000002;;;;;;;;;39.80165227;;;-0.9829265519799822;-0.18399835165767986;0.9783732017347864;-0.20684747551571167;19;9;2000
combined_station_1064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.97899674;-13.95833666;;;;;;;;;37.67420451;;;-0.9829265519799822;-0.18399835165767986;0.978071319570332;-0.20827024231500163;19;9;2000
combined_station_1065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.8956634;-13.91666999;;;;;;;;;40.02903811;;;-0.9829265519799822;-0.18399835165767986;0.9777673683589643;-0.20969256871044709;19;9;2000
combined_station_1066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.85399673;-13.91666999;;;;;;;;;41.50798353;;;-0.9829265519799822;-0.18399835165767986;0.9776146170749856;-0.21040356575241112;19;9;2000
combined_station_1067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.7706634;-13.83333666;;;;;;;;;41.60806147;;;-0.9829265519799822;-0.18399835165767986;0.9773075635913219;-0.2118252254741969;19;9;2000
combined_station_1068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.68733006;-13.70833665;0.518400729;13.64;;;;;;;38.68933932;;;-0.9829265519799822;-0.18399835165767986;0.9769984426757725;-0.21324643727179898;19;9;2000
combined_station_1069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.60399672;-13.75000332;;;;;;;;;41.76761119;;;-0.9829265519799822;-0.18399835165767986;0.9766872550189738;-0.2146671979681619;19;9;2000
combined_station_107;;0.133;;;0.149;0.2355;0.4183333333333333;0.1012;;;0.041;;;0.045;0.0805;;0.030000000000000006;;;0.019;;;0.021;0.036000000000000004;0.05933333333333333;0.0238;;;0.004;;;0.005;0.0055;0.008333333333333333;0.0044;;;0.001;;;0.001;0.0015;0.002;0.0002;;;0.08199999999999999;;;;;0.07233333333333335;0.0088;;-158.020666;22.79166452;0.08066084;24.53666667;0.006349296999999999;0.0016553989999999999;0.009269988;0.012209005;0.032926343;0.058510523;39.95677058;92.92982101;34.20504761;-0.8214765533024145;0.5702422926917867;0.3742721433491307;0.9273189110078839;5;11;2002
combined_station_1070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.52066339;-13.66666998;;;;;;;;;42.88775379999999;;;-0.9829265519799822;-0.18399835165767986;0.9763740013169262;-0.21608750438740093;19;9;2000
combined_station_1071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.43733005;-13.62500332;;13.97333333;;;;;;;42.53595098;;;-0.9829265519799822;-0.18399835165767986;0.9760586821571053;-0.2175073538658746;19;9;2000
combined_station_1072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.35399672;-13.58333665;;;;;;;;;47.65208308;;;-0.9829265519799822;-0.18399835165767986;0.9757412982822132;-0.21892674305927315;19;9;2000
combined_station_1073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-77.27066338;-13.50000331;;;;;;;;;50.06149165;;;-0.9829265519799822;-0.18399835165767986;0.9754218502874713;-0.22034566930567503;19;9;2000
combined_station_108;0.294;;;;0.32;0.304;0.308;0.2833333333333333;;0.121;;;;;0.124;0.1275;0.055999999999999994;;0.025;;;;0.027000000000000003;0.027000000000000003;0.028;0.04233333333333333;;0.006;;;;0.006999999999999999;0.006999999999999999;0.006999999999999999;0.01;;0.001;;;;0.001;0.001;0.001;0.0013333333333333333;;0.062;;;;0.067;0.062;0.0635;0.024333333333333332;;-158.020666;22.79166452;;17.20333333;;;;;;;18.5090847;;;-0.4327755925504317;0.9015016841318838;0.3742721433491307;0.9273189110078839;5;12;1997
combined_station_1086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-76.60399669;34.54166489;2.2930932840000002;23.96;0.003148454;0.003601314000000001;0.001967263;0.00135095;0.16696565800000002;0.204987834;36.84795125;22.66091728;9.899145126;-0.9562348265919058;0.2926003356333479;0.9727920415103429;-0.231680046560206;18;10;2005
combined_station_109;;;0.057;;0.059;0.076;0.21833333333333332;0.1462857142857143;;;;;;;;;;;;;0.011;;0.01;0.017;0.03333333333333333;0.02614285714285714;;;;0.005;;0.005;0.006;0.008;0.004000000000000001;;;;;;;0.001;0.0033333333333333327;0.00125;;;;0.056;;0.055;0.062;0.05666666666666665;0.02228571428571429;;-158.020666;22.79166452;;;;;;;;;;;;-0.09453674981719933;-0.9955213724144752;0.3742721433491307;0.9273189110078839;6;7;1992
combined_station_1093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-76.56233002;34.20833155;0.645763298;25.31;0.00533201;0.0036696359999999996;0.00445875;0.004036495;0.08996071900000001;0.131644125;37.09049861;36.59328969;15.20973047;-0.9562348265919058;0.2926003356333479;0.9726233017969828;-0.2323874196283771;18;10;2005
combined_station_1095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-76.43733002;34.24999822;0.168264995;29.2;0.007222488000000002;0.002749123;0.009138485;0.010729664;0.046252027;0.080763012;56.18920644;66.02013397;24.76396561;-0.5307300481619335;-0.847540922892831;0.9721139968266126;-0.2345087997790031;3;8;2005
combined_station_1098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-76.43733002;35.08333158;;13.565;0.006838381;0.010990861000000001;0.004325938;0.002973258;0.4057393970000001;0.418134034;46.54052862;11.73068237;4.783155441;0.9992500112396835;0.03872228089217446;0.9721139968266126;-0.2345087997790031;30;3;2005
combined_station_1099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-76.43733002;35.08333158;;11.09;;;;;;;;;;;;;;;;
combined_station_110;0.185;;;;0.184;0.1735;0.20133333333333334;0.2392;;0.066;;;;0.066;0.0605;0.06766666666666668;0.0704;;0.015;;;;0.014;0.015;0.01966666666666667;0.0358;;0.005;;;;0.005;0.006;0.0066666666666666645;0.0086;;0.001;;;;0.001;0.001;0.0013333333333333333;0.0006000000000000001;;0.068;;;;0.069;0.069;0.06633333333333334;0.0176;;-158.020666;22.79166452;0.06363304;22.86333333;0.004987106;0.000776275;0.007314681;0.009295898;;;;;;;;;;;;
